typedAnswer,multiplyRT,multiplyCorr,problem,OperandType,productType,participant,group
12,1.0651,1,6 x 2 =,largeFirst,smallProd,658,CAB
32,4.4824,1,4 x 8 =,smallFirst,largeProd,658,CAB
40,1.966,1,8 x 5 =,largeFirst,largeProd,658,CAB
28,2.0182,0,9 x 4 =,largeFirst,largeProd,658,CAB
16,1.6006,1,2 x 8 =,smallFirst,smallProd,658,CAB
15,1.4324,1,5 x 3 =,largeFirst,smallProd,658,CAB
30,1.5667,1,5 x 6 =,smallFirst,largeProd,658,CAB
9,2.0159,0,4 x 2 =,largeFirst,smallProd,658,CAB
63,2.033,1,7 x 9 =,smallFirst,largeProd,658,CAB
54,2.332,1,9 x 6 =,largeFirst,largeProd,658,CAB
20,1.3498000000000001,1,5 x 4 =,largeFirst,smallProd,658,CAB
27,2.299,1,3 x 9 =,smallFirst,largeProd,658,CAB
14,1.2329,1,2 x 7 =,smallFirst,smallProd,658,CAB
48,2.2325,1,8 x 6 =,largeFirst,largeProd,658,CAB
18,1.2507,1,9 x 2 =,largeFirst,smallProd,658,CAB
6,1.4664,1,3 x 2 =,largeFirst,smallProd,658,CAB
27,1.7822,1,9 x 3 =,largeFirst,largeProd,658,CAB
12,0.966,1,4 x 3 =,largeFirst,smallProd,658,CAB
16,1.6996,1,8 x 2 =,largeFirst,smallProd,658,CAB
28,1.5831,1,4 x 7 =,smallFirst,largeProd,658,CAB
14,1.1989,1,7 x 2 =,largeFirst,smallProd,658,CAB
48,1.6994,0,7 x 6 =,largeFirst,largeProd,658,CAB
35,1.633,1,7 x 5 =,largeFirst,largeProd,658,CAB
18,2.9146,1,6 x 3 =,largeFirst,smallProd,658,CAB
21,1.2579,1,3 x 7 =,smallFirst,smallProd,658,CAB
40,1.8513,1,5 x 8 =,smallFirst,largeProd,658,CAB
15,2.0661,1,3 x 5 =,smallFirst,smallProd,658,CAB
48,5.1471,1,6 x 8 =,smallFirst,largeProd,658,CAB
45,1.5154,1,9 x 5 =,largeFirst,largeProd,658,CAB
24,3.9317,1,3 x 8 =,smallFirst,smallProd,658,CAB
28,2.7653,0,9 x 7 =,largeFirst,largeProd,658,CAB
24,1.8825,1,6 x 4 =,largeFirst,smallProd,658,CAB
72,2.3661,1,8 x 9 =,smallFirst,largeProd,658,CAB
8,1.8491,1,2 x 4 =,smallFirst,smallProd,658,CAB
12,1.1916,1,2 x 6 =,smallFirst,smallProd,658,CAB
32,1.6143,1,8 x 4 =,largeFirst,largeProd,658,CAB
56,2.0833,1,7 x 8 =,smallFirst,largeProd,658,CAB
54,5.0647,1,6 x 9 =,smallFirst,largeProd,658,CAB
20,1.883,1,4 x 5 =,smallFirst,smallProd,658,CAB
18,1.6303,1,2 x 9 =,smallFirst,smallProd,658,CAB
10,1.131,1,5 x 2 =,largeFirst,smallProd,658,CAB
30,1.5804,1,6 x 5 =,largeFirst,largeProd,658,CAB
36,3.0001,1,4 x 9 =,smallFirst,largeProd,658,CAB
56,2.3346,1,7 x 8 =,smallFirst,largeProd,659,ACB
6,1.6171,1,3 x 2 =,largeFirst,smallProd,659,ACB
8,1.4179,1,2 x 4 =,smallFirst,smallProd,659,ACB
24,2.5522,1,3 x 8 =,smallFirst,smallProd,659,ACB
30,2.0846,1,6 x 5 =,largeFirst,largeProd,659,ACB
21,1.4692,1,3 x 7 =,smallFirst,smallProd,659,ACB
27,7.6247,1,9 x 3 =,largeFirst,largeProd,659,ACB
15,1.9766,1,3 x 5 =,smallFirst,smallProd,659,ACB
13,2.8539,0,4 x 3 =,largeFirst,smallProd,659,ACB
72,13.4313,1,8 x 9 =,smallFirst,largeProd,659,ACB
20,2.035,1,4 x 5 =,smallFirst,smallProd,659,ACB
10,2.0864,1,5 x 2 =,largeFirst,smallProd,659,ACB
18,2.5696,1,6 x 3 =,largeFirst,smallProd,659,ACB
12,2.7856,1,2 x 6 =,smallFirst,smallProd,659,ACB
45,1.8517,1,9 x 5 =,largeFirst,largeProd,659,ACB
NA,1.6667,0,8 x 4 =,largeFirst,largeProd,659,ACB
42,4.7881,1,7 x 6 =,largeFirst,largeProd,659,ACB
54,5.5892,1,6 x 9 =,smallFirst,largeProd,659,ACB
50,2.4507,0,5 x 8 =,smallFirst,largeProd,659,ACB
35,7.2739,1,7 x 5 =,largeFirst,largeProd,659,ACB
18,3.2533,1,2 x 9 =,smallFirst,smallProd,659,ACB
14,2.0685,1,7 x 2 =,largeFirst,smallProd,659,ACB
48,8.2922,1,6 x 8 =,smallFirst,largeProd,659,ACB
36,6.84,1,4 x 9 =,smallFirst,largeProd,659,ACB
72,16.3172,0,9 x 7 =,largeFirst,largeProd,659,ACB
24,13.7988,1,6 x 4 =,largeFirst,smallProd,659,ACB
28,5.7729,1,4 x 7 =,smallFirst,largeProd,659,ACB
16,2.6521,1,8 x 2 =,largeFirst,smallProd,659,ACB
24,2.7352,1,8 x 3 =,largeFirst,smallProd,659,ACB
72,7.2239,1,9 x 8 =,largeFirst,largeProd,659,ACB
20,2.3363,1,5 x 4 =,largeFirst,smallProd,659,ACB
30,2.7851,1,5 x 6 =,smallFirst,largeProd,659,ACB
18,3.3698,1,3 x 6 =,smallFirst,smallProd,659,ACB
24,2.4698,1,4 x 6 =,smallFirst,smallProd,659,ACB
63,11.5126,1,7 x 9 =,smallFirst,largeProd,659,ACB
48,7.4409,1,8 x 6 =,largeFirst,largeProd,659,ACB
12,1.3347,1,3 x 4 =,smallFirst,smallProd,659,ACB
56,4.7877,0,9 x 6 =,largeFirst,largeProd,659,ACB
27,8.5923,1,3 x 9 =,smallFirst,largeProd,659,ACB
6,2.185,1,2 x 3 =,smallFirst,smallProd,659,ACB
8,1.8,1,4 x 2 =,largeFirst,smallProd,659,ACB
21,1.5347,1,7 x 3 =,largeFirst,smallProd,659,ACB
15,1.7198,1,5 x 3 =,largeFirst,smallProd,659,ACB
35,2.1697,1,5 x 7 =,smallFirst,largeProd,659,ACB
36,7.0251,1,9 x 4 =,largeFirst,largeProd,659,ACB
14,1.7174,1,2 x 7 =,smallFirst,smallProd,659,ACB
12,3.4192,1,6 x 2 =,largeFirst,smallProd,659,ACB
28,5.472,1,7 x 4 =,largeFirst,largeProd,659,ACB
10,2.1021,1,2 x 5 =,smallFirst,smallProd,659,ACB
40,2.0018,1,8 x 5 =,largeFirst,largeProd,659,ACB
45,2.202,1,5 x 9 =,smallFirst,largeProd,659,ACB
16,1.7681,1,2 x 8 =,smallFirst,smallProd,659,ACB
32,6.2579,1,4 x 8 =,smallFirst,largeProd,659,ACB
56,6.6572,1,8 x 7 =,largeFirst,largeProd,659,ACB
42,2.7519,1,6 x 7 =,smallFirst,largeProd,659,ACB
18,1.8179,1,9 x 2 =,largeFirst,smallProd,659,ACB
12,1.3327,1,2 x 6 =,smallFirst,smallProd,660,CAB
45,1.4492,1,9 x 5 =,largeFirst,largeProd,660,CAB
30,1.5992,1,6 x 5 =,largeFirst,largeProd,660,CAB
21,1.7827,1,3 x 7 =,smallFirst,smallProd,660,CAB
10,1.3159,1,5 x 2 =,largeFirst,smallProd,660,CAB
24,2.216,1,6 x 4 =,largeFirst,smallProd,660,CAB
8,1.5998000000000001,1,2 x 4 =,smallFirst,smallProd,660,CAB
5,1.3661,0,3 x 2 =,largeFirst,smallProd,660,CAB
16,1.9328,1,8 x 2 =,largeFirst,smallProd,660,CAB
32,2.0828,1,8 x 4 =,largeFirst,largeProd,660,CAB
35,2.2827,1,7 x 5 =,largeFirst,largeProd,660,CAB
42,1.9828,1,7 x 6 =,largeFirst,largeProd,660,CAB
15,1.483,1,3 x 5 =,smallFirst,smallProd,660,CAB
36,2.3992,1,4 x 9 =,smallFirst,largeProd,660,CAB
72,3.2989,1,8 x 9 =,smallFirst,largeProd,660,CAB
18,2.866,1,6 x 3 =,largeFirst,smallProd,660,CAB
18,1.4327,1,2 x 9 =,smallFirst,smallProd,660,CAB
14,1.8498000000000001,1,7 x 2 =,largeFirst,smallProd,660,CAB
40,1.8331,1,5 x 8 =,smallFirst,largeProd,660,CAB
63,2.0162,1,9 x 7 =,largeFirst,largeProd,660,CAB
20,2.1659,1,4 x 5 =,smallFirst,smallProd,660,CAB
48,6.9483,1,6 x 8 =,smallFirst,largeProd,660,CAB
27,2.5326,1,9 x 3 =,largeFirst,largeProd,660,CAB
56,3.6487,1,7 x 8 =,smallFirst,largeProd,660,CAB
24,13.3307,1,3 x 8 =,smallFirst,smallProd,660,CAB
54,2.749,1,6 x 9 =,smallFirst,largeProd,660,CAB
28,1.7823,1,4 x 7 =,smallFirst,largeProd,660,CAB
12,1.1157,1,4 x 3 =,largeFirst,smallProd,660,CAB
32,4.2658,1,4 x 8 =,smallFirst,largeProd,660,CAB
72,1.8994,1,9 x 8 =,largeFirst,largeProd,660,CAB
12,1.2155,1,3 x 4 =,smallFirst,smallProd,660,CAB
14,1.3493,1,2 x 7 =,smallFirst,smallProd,660,CAB
10,1.3157,1,2 x 5 =,smallFirst,smallProd,660,CAB
18,1.7168,1,3 x 6 =,smallFirst,smallProd,660,CAB
48,2.1992,1,8 x 6 =,largeFirst,largeProd,660,CAB
15,1.398,1,5 x 3 =,largeFirst,smallProd,660,CAB
24,2.1001,1,8 x 3 =,largeFirst,smallProd,660,CAB
36,2.016,1,9 x 4 =,largeFirst,largeProd,660,CAB
56,2.4327,0,9 x 6 =,largeFirst,largeProd,660,CAB
18,2.3992,1,9 x 2 =,largeFirst,smallProd,660,CAB
20,1.5662,1,5 x 4 =,largeFirst,smallProd,660,CAB
16,1.9992,1,2 x 8 =,smallFirst,smallProd,660,CAB
30,1.6331,1,5 x 6 =,smallFirst,largeProd,660,CAB
12,0.9661,1,6 x 2 =,largeFirst,smallProd,660,CAB
35,2.0661,1,5 x 7 =,smallFirst,largeProd,660,CAB
42,3.2002,1,6 x 7 =,smallFirst,largeProd,660,CAB
6,1.8828,1,2 x 3 =,smallFirst,smallProd,660,CAB
56,1.6163,1,8 x 7 =,largeFirst,largeProd,660,CAB
40,1.8827,1,8 x 5 =,largeFirst,largeProd,660,CAB
45,1.4163,1,5 x 9 =,smallFirst,largeProd,660,CAB
21,1.1663,1,7 x 3 =,largeFirst,smallProd,660,CAB
24,1.4498,1,4 x 6 =,smallFirst,smallProd,660,CAB
53,2.4658,0,7 x 9 =,smallFirst,largeProd,660,CAB
27,2.6327,1,3 x 9 =,smallFirst,largeProd,660,CAB
8,2.7162,1,4 x 2 =,largeFirst,smallProd,660,CAB
28,2.1993,1,7 x 4 =,largeFirst,largeProd,660,CAB
35,2.4798,1,7 x 5 =,largeFirst,largeProd,667,BAC
12,1.7975,1,4 x 3 =,largeFirst,smallProd,667,BAC
32,3.2795,1,8 x 4 =,largeFirst,largeProd,667,BAC
24,4.1143,1,3 x 8 =,smallFirst,smallProd,667,BAC
36,15.5359,1,4 x 9 =,smallFirst,largeProd,667,BAC
45,1.7175,1,9 x 5 =,largeFirst,largeProd,667,BAC
56,36.832,1,7 x 8 =,smallFirst,largeProd,667,BAC
48,8.0429,1,6 x 8 =,smallFirst,largeProd,667,BAC
8,1.7984,1,2 x 4 =,smallFirst,smallProd,667,BAC
24,2.6672,1,6 x 4 =,largeFirst,smallProd,667,BAC
18,1.7829,1,2 x 9 =,smallFirst,smallProd,667,BAC
40,2.4481,1,5 x 8 =,smallFirst,largeProd,667,BAC
81,3.0109,0,8 x 9 =,smallFirst,largeProd,667,BAC
63,8.3256,1,9 x 7 =,largeFirst,largeProd,667,BAC
10,1.7314,1,5 x 2 =,largeFirst,smallProd,667,BAC
41,4.4454,0,7 x 6 =,largeFirst,largeProd,667,BAC
20,1.7148,1,4 x 5 =,smallFirst,smallProd,667,BAC
30,3.053,1,6 x 5 =,largeFirst,largeProd,667,BAC
14,1.4996,1,7 x 2 =,largeFirst,smallProd,667,BAC
54,4.3639,1,6 x 9 =,smallFirst,largeProd,667,BAC
16,2.3826,1,8 x 2 =,largeFirst,smallProd,667,BAC
15,2.1161,1,3 x 5 =,smallFirst,smallProd,667,BAC
28,2.0466,1,4 x 7 =,smallFirst,largeProd,667,BAC
12,2.0479,1,2 x 6 =,smallFirst,smallProd,667,BAC
21,1.7164,1,3 x 7 =,smallFirst,smallProd,667,BAC
6,2.2321,1,3 x 2 =,largeFirst,smallProd,667,BAC
18,1.8334,1,6 x 3 =,largeFirst,smallProd,667,BAC
18,2.4984,0,9 x 3 =,largeFirst,largeProd,667,BAC
8,3.6805,1,4 x 2 =,largeFirst,smallProd,667,BAC
42,7.1944,1,6 x 7 =,smallFirst,largeProd,667,BAC
37,2.6303,0,5 x 7 =,smallFirst,largeProd,667,BAC
63,4.979,1,7 x 9 =,smallFirst,largeProd,667,BAC
30,2.0142,1,5 x 6 =,smallFirst,largeProd,667,BAC
24,2.0482,1,8 x 3 =,largeFirst,smallProd,667,BAC
27,7.745,1,3 x 9 =,smallFirst,largeProd,667,BAC
48,5.4786,1,8 x 6 =,largeFirst,largeProd,667,BAC
36,6.1078,1,9 x 4 =,largeFirst,largeProd,667,BAC
40,2.7634,1,8 x 5 =,largeFirst,largeProd,667,BAC
20,1.6955,1,5 x 4 =,largeFirst,smallProd,667,BAC
10,1.5807,1,2 x 5 =,smallFirst,smallProd,667,BAC
21,1.1529,0,2 x 3 =,smallFirst,smallProd,667,BAC
32,4.7955,1,4 x 8 =,smallFirst,largeProd,667,BAC
16,2.0328,1,2 x 8 =,smallFirst,smallProd,667,BAC
28,2.2819,1,7 x 4 =,largeFirst,largeProd,667,BAC
18,1.8661,1,9 x 2 =,largeFirst,smallProd,667,BAC
14,1.5165,1,2 x 7 =,smallFirst,smallProd,667,BAC
21,1.4498,1,7 x 3 =,largeFirst,smallProd,667,BAC
12,1.3455,1,3 x 4 =,smallFirst,smallProd,667,BAC
54,5.0482,1,9 x 6 =,largeFirst,largeProd,667,BAC
12,1.4832,1,6 x 2 =,largeFirst,smallProd,667,BAC
56,3.5146,1,8 x 7 =,largeFirst,largeProd,667,BAC
24,1.9986,1,4 x 6 =,smallFirst,smallProd,667,BAC
45,4.8801,1,5 x 9 =,smallFirst,largeProd,667,BAC
72,5.0584,1,9 x 8 =,largeFirst,largeProd,667,BAC
15,2.231,1,5 x 3 =,largeFirst,smallProd,667,BAC
18,1.7336,1,3 x 6 =,smallFirst,smallProd,667,BAC
40,1.7815,1,5 x 8 =,smallFirst,largeProd,668,BCA
10,1.3491,1,5 x 2 =,largeFirst,smallProd,668,BCA
36,4.1285,1,4 x 9 =,smallFirst,largeProd,668,BCA
21,1.7977,1,3 x 7 =,smallFirst,smallProd,668,BCA
40,2.0978,0,9 x 5 =,largeFirst,largeProd,668,BCA
12,1.2984,1,2 x 6 =,smallFirst,smallProd,668,BCA
32,3.0795,1,8 x 4 =,largeFirst,largeProd,668,BCA
16,1.8144,1,8 x 2 =,largeFirst,smallProd,668,BCA
30,1.6808,1,6 x 5 =,largeFirst,largeProd,668,BCA
72,5.6932,1,8 x 9 =,smallFirst,largeProd,668,BCA
24,1.6477,1,6 x 4 =,largeFirst,smallProd,668,BCA
56,3.7132,0,6 x 8 =,smallFirst,largeProd,668,BCA
27,2.6137,1,9 x 3 =,largeFirst,largeProd,668,BCA
18,1.9813,1,6 x 3 =,largeFirst,smallProd,668,BCA
6,4.3616,1,3 x 2 =,largeFirst,smallProd,668,BCA
24,1.9634,1,3 x 8 =,smallFirst,smallProd,668,BCA
15,1.6981,1,3 x 5 =,smallFirst,smallProd,668,BCA
8,1.8478,1,2 x 4 =,smallFirst,smallProd,668,BCA
63,8.3237,0,6 x 9 =,smallFirst,largeProd,668,BCA
42,2.4633,1,7 x 6 =,largeFirst,largeProd,668,BCA
56,3.0127,1,7 x 8 =,smallFirst,largeProd,668,BCA
18,1.798,1,2 x 9 =,smallFirst,smallProd,668,BCA
64,5.3939,0,9 x 7 =,largeFirst,largeProd,668,BCA
12,4.3783,1,4 x 3 =,largeFirst,smallProd,668,BCA
14,1.3151,1,7 x 2 =,largeFirst,smallProd,668,BCA
20,2.0311,1,4 x 5 =,smallFirst,smallProd,668,BCA
35,2.3347,1,7 x 5 =,largeFirst,largeProd,668,BCA
42,1.831,0,4 x 7 =,smallFirst,largeProd,668,BCA
16,2.1634,1,2 x 8 =,smallFirst,smallProd,668,BCA
36,4.8111,1,9 x 4 =,largeFirst,largeProd,668,BCA
40,2.6301,1,8 x 5 =,largeFirst,largeProd,668,BCA
45,2.8137,1,5 x 9 =,smallFirst,largeProd,668,BCA
27,6.4262,1,3 x 9 =,smallFirst,largeProd,668,BCA
27,6.2762,0,8 x 3 =,largeFirst,smallProd,668,BCA
6,1.7808,1,2 x 3 =,smallFirst,smallProd,668,BCA
28,6.2596,1,7 x 4 =,largeFirst,largeProd,668,BCA
12,1.2148,1,6 x 2 =,largeFirst,smallProd,668,BCA
56,8.4906,0,9 x 6 =,largeFirst,largeProd,668,BCA
12,1.7145,1,3 x 4 =,smallFirst,smallProd,668,BCA
15,1.5481,1,5 x 3 =,largeFirst,smallProd,668,BCA
20,1.4812,1,5 x 4 =,largeFirst,smallProd,668,BCA
35,3.1297,1,5 x 7 =,smallFirst,largeProd,668,BCA
72,9.4397,1,9 x 8 =,largeFirst,largeProd,668,BCA
8,1.7814,1,4 x 2 =,largeFirst,smallProd,668,BCA
21,3.0133,1,7 x 3 =,largeFirst,smallProd,668,BCA
10,1.931,1,2 x 5 =,smallFirst,smallProd,668,BCA
14,1.8145,1,2 x 7 =,smallFirst,smallProd,668,BCA
42,2.1137,1,6 x 7 =,smallFirst,largeProd,668,BCA
32,2.2468,1,4 x 8 =,smallFirst,largeProd,668,BCA
24,2.0808,1,4 x 6 =,smallFirst,smallProd,668,BCA
56,13.152,0,8 x 6 =,largeFirst,largeProd,668,BCA
30,2.3305,1,5 x 6 =,smallFirst,largeProd,668,BCA
63,5.161,1,7 x 9 =,smallFirst,largeProd,668,BCA
18,1.7145,1,3 x 6 =,smallFirst,smallProd,668,BCA
56,4.8442,1,8 x 7 =,largeFirst,largeProd,668,BCA
18,1.3813,1,9 x 2 =,largeFirst,smallProd,668,BCA
20,2.2831,1,5 x 4 =,largeFirst,smallProd,672,ACB
36,3.333,0,7 x 9 =,smallFirst,largeProd,672,ACB
21,2.3117,0,8 x 3 =,largeFirst,smallProd,672,ACB
48,1.4767,1,8 x 6 =,largeFirst,largeProd,672,ACB
12,1.0053,1,3 x 4 =,smallFirst,smallProd,672,ACB
16,1.2238,1,2 x 8 =,smallFirst,smallProd,672,ACB
30,1.1941,1,5 x 6 =,smallFirst,largeProd,672,ACB
18,1.2319,1,9 x 2 =,largeFirst,smallProd,672,ACB
15,1.1326,1,5 x 3 =,largeFirst,smallProd,672,ACB
18,1.3043,1,3 x 6 =,smallFirst,smallProd,672,ACB
21,1.0203,1,7 x 3 =,largeFirst,smallProd,672,ACB
8,1.1526,1,4 x 2 =,largeFirst,smallProd,672,ACB
36,5.7591,0,6 x 7 =,smallFirst,largeProd,672,ACB
28,3.2936,1,7 x 4 =,largeFirst,largeProd,672,ACB
27,3.3576,1,3 x 9 =,smallFirst,largeProd,672,ACB
56,1.8029,1,8 x 7 =,largeFirst,largeProd,672,ACB
10,2.1439,1,2 x 5 =,smallFirst,smallProd,672,ACB
3,1.9074,0,9 x 4 =,largeFirst,largeProd,672,ACB
12,1.9422,1,6 x 2 =,largeFirst,smallProd,672,ACB
45,2.0386,1,5 x 9 =,smallFirst,largeProd,672,ACB
35,1.904,1,5 x 7 =,smallFirst,largeProd,672,ACB
32,2.3679,1,4 x 8 =,smallFirst,largeProd,672,ACB
71,12.6385,0,9 x 8 =,largeFirst,largeProd,672,ACB
40,4.0309,1,8 x 5 =,largeFirst,largeProd,672,ACB
14,2.2701,1,2 x 7 =,smallFirst,smallProd,672,ACB
2,1.4832,0,4 x 6 =,smallFirst,smallProd,672,ACB
36,12.3199,0,9 x 6 =,largeFirst,largeProd,672,ACB
6,4.6795,1,2 x 3 =,smallFirst,smallProd,672,ACB
28,2.4731,1,4 x 7 =,smallFirst,largeProd,672,ACB
12,1.0512,1,2 x 6 =,smallFirst,smallProd,672,ACB
6,1.0458,1,3 x 2 =,largeFirst,smallProd,672,ACB
21,2.3761,0,3 x 8 =,smallFirst,smallProd,672,ACB
21,1.4104,1,3 x 7 =,smallFirst,smallProd,672,ACB
18,1.3318,1,6 x 3 =,largeFirst,smallProd,672,ACB
48,2.0885,1,6 x 8 =,smallFirst,largeProd,672,ACB
14,1.1396,1,7 x 2 =,largeFirst,smallProd,672,ACB
56,6.7101,0,9 x 7 =,largeFirst,largeProd,672,ACB
18,1.597,0,9 x 3 =,largeFirst,largeProd,672,ACB
36,2.1379,1,4 x 9 =,smallFirst,largeProd,672,ACB
54,3.3497,1,6 x 9 =,smallFirst,largeProd,672,ACB
18,1.3542,1,2 x 9 =,smallFirst,smallProd,672,ACB
15,2.1324,1,3 x 5 =,smallFirst,smallProd,672,ACB
32,1.9322,1,8 x 4 =,largeFirst,largeProd,672,ACB
8,1.3828,1,2 x 4 =,smallFirst,smallProd,672,ACB
40,2.8726,1,5 x 8 =,smallFirst,largeProd,672,ACB
16,1.2881,1,8 x 2 =,largeFirst,smallProd,672,ACB
30,1.3879,1,6 x 5 =,largeFirst,largeProd,672,ACB
54,18.2999,0,7 x 8 =,smallFirst,largeProd,672,ACB
12,1.8067,1,4 x 3 =,largeFirst,smallProd,672,ACB
31,8.7217,0,7 x 6 =,largeFirst,largeProd,672,ACB
24,2.3444,1,6 x 4 =,largeFirst,smallProd,672,ACB
35,1.4048,1,7 x 5 =,largeFirst,largeProd,672,ACB
56,2.3663,0,8 x 9 =,smallFirst,largeProd,672,ACB
45,3.6672,1,9 x 5 =,largeFirst,largeProd,672,ACB
10,1.2062,1,5 x 2 =,largeFirst,smallProd,672,ACB
20,1.905,1,4 x 5 =,smallFirst,smallProd,672,ACB
40,1.3831,1,5 x 8 =,smallFirst,largeProd,674,BCA
42,1.25,1,7 x 6 =,largeFirst,largeProd,674,BCA
21,3.0499,1,3 x 7 =,smallFirst,smallProd,674,BCA
18,1.633,1,2 x 9 =,smallFirst,smallProd,674,BCA
15,1.2332,1,3 x 5 =,smallFirst,smallProd,674,BCA
6,1.3161,1,3 x 2 =,largeFirst,smallProd,674,BCA
24,1.4498,1,6 x 4 =,largeFirst,smallProd,674,BCA
72,2.0836,1,8 x 9 =,smallFirst,largeProd,674,BCA
16,1.5331,1,8 x 2 =,largeFirst,smallProd,674,BCA
27,1.783,1,9 x 3 =,largeFirst,largeProd,674,BCA
20,1.5997,1,4 x 5 =,smallFirst,smallProd,674,BCA
32,4.1831,1,8 x 4 =,largeFirst,largeProd,674,BCA
8,2.2497,1,2 x 4 =,smallFirst,smallProd,674,BCA
28,1.7164,1,4 x 7 =,smallFirst,largeProd,674,BCA
18,1.8665,1,6 x 3 =,largeFirst,smallProd,674,BCA
36,1.7327,1,4 x 9 =,smallFirst,largeProd,674,BCA
63,2.2664,1,9 x 7 =,largeFirst,largeProd,674,BCA
12,1.3166,1,4 x 3 =,largeFirst,smallProd,674,BCA
24,1.4997,1,3 x 8 =,smallFirst,smallProd,674,BCA
14,1.2834,1,7 x 2 =,largeFirst,smallProd,674,BCA
35,1.6163,1,7 x 5 =,largeFirst,largeProd,674,BCA
1,1.0831,0,2 x 6 =,smallFirst,smallProd,674,BCA
56,2.366,1,7 x 8 =,smallFirst,largeProd,674,BCA
54,1.5163,1,6 x 9 =,smallFirst,largeProd,674,BCA
10,1.3158,1,5 x 2 =,largeFirst,smallProd,674,BCA
48,1.8331,1,6 x 8 =,smallFirst,largeProd,674,BCA
45,1.6668,1,9 x 5 =,largeFirst,largeProd,674,BCA
30,2.9996,1,6 x 5 =,largeFirst,largeProd,674,BCA
24,1.4499,1,4 x 6 =,smallFirst,smallProd,674,BCA
56,1.5996,1,8 x 7 =,largeFirst,largeProd,674,BCA
10,1.3664,1,2 x 5 =,smallFirst,smallProd,674,BCA
14,1.1331,1,2 x 7 =,smallFirst,smallProd,674,BCA
48,1.8162,1,8 x 6 =,largeFirst,largeProd,674,BCA
72,2.1164,1,9 x 8 =,largeFirst,largeProd,674,BCA
36,1.4995,1,9 x 4 =,largeFirst,largeProd,674,BCA
28,2.2664,1,7 x 4 =,largeFirst,largeProd,674,BCA
12,1.1997,1,3 x 4 =,smallFirst,smallProd,674,BCA
30,1.3332,1,5 x 6 =,smallFirst,largeProd,674,BCA
27,1.6667,1,3 x 9 =,smallFirst,largeProd,674,BCA
32,2.283,1,4 x 8 =,smallFirst,largeProd,674,BCA
20,1.3001,1,5 x 4 =,largeFirst,smallProd,674,BCA
8,1.5829,1,4 x 2 =,largeFirst,smallProd,674,BCA
54,1.4332,1,9 x 6 =,largeFirst,largeProd,674,BCA
16,1.9497,1,2 x 8 =,smallFirst,smallProd,674,BCA
40,1.9496,1,8 x 5 =,largeFirst,largeProd,674,BCA
21,1.0662,1,7 x 3 =,largeFirst,smallProd,674,BCA
18,1.6331,1,3 x 6 =,smallFirst,smallProd,674,BCA
24,1.2333,1,8 x 3 =,largeFirst,smallProd,674,BCA
35,1.3829,1,5 x 7 =,smallFirst,largeProd,674,BCA
12,1.2331,1,6 x 2 =,largeFirst,smallProd,674,BCA
42,1.7999,1,6 x 7 =,smallFirst,largeProd,674,BCA
18,2.4825,1,9 x 2 =,largeFirst,smallProd,674,BCA
63,2.0665,1,7 x 9 =,smallFirst,largeProd,674,BCA
6,1.4998,1,2 x 3 =,smallFirst,smallProd,674,BCA
56,2.1634,1,8 x 7 =,largeFirst,largeProd,675,ACB
40,1.7173,1,8 x 5 =,largeFirst,largeProd,675,ACB
18,1.912,1,9 x 2 =,largeFirst,smallProd,675,ACB
36,1.9476,1,9 x 4 =,largeFirst,largeProd,675,ACB
48,1.9136,1,8 x 6 =,largeFirst,largeProd,675,ACB
16,1.8779,1,2 x 8 =,smallFirst,smallProd,675,ACB
21,1.4818,1,7 x 3 =,largeFirst,smallProd,675,ACB
27,2.1484,1,3 x 9 =,smallFirst,largeProd,675,ACB
14,1.8307,1,2 x 7 =,smallFirst,smallProd,675,ACB
18,2.2634,1,3 x 6 =,smallFirst,smallProd,675,ACB
24,1.9466,1,8 x 3 =,largeFirst,smallProd,675,ACB
8,1.597,1,4 x 2 =,largeFirst,smallProd,675,ACB
42,5.6234,1,6 x 7 =,smallFirst,largeProd,675,ACB
28,2.5797,1,7 x 4 =,largeFirst,largeProd,675,ACB
54,1.9447,1,9 x 6 =,largeFirst,largeProd,675,ACB
24,1.8807,1,4 x 6 =,smallFirst,smallProd,675,ACB
45,2.1785,1,5 x 9 =,smallFirst,largeProd,675,ACB
12,1.7502,1,3 x 4 =,smallFirst,smallProd,675,ACB
32,3.0614,1,4 x 8 =,smallFirst,largeProd,675,ACB
12,1.464,1,6 x 2 =,largeFirst,smallProd,675,ACB
35,2.4149,1,5 x 7 =,smallFirst,largeProd,675,ACB
10,1.6982,1,2 x 5 =,smallFirst,smallProd,675,ACB
56,3.2608,0,7 x 9 =,smallFirst,largeProd,675,ACB
6,2.6963,1,2 x 3 =,smallFirst,smallProd,675,ACB
72,2.3605,1,9 x 8 =,largeFirst,largeProd,675,ACB
30,2.0309,1,5 x 6 =,smallFirst,largeProd,675,ACB
15,2.5795,1,5 x 3 =,largeFirst,smallProd,675,ACB
20,1.9812,1,5 x 4 =,largeFirst,smallProd,675,ACB
27,3.496,1,9 x 3 =,largeFirst,largeProd,675,ACB
56,2.88,0,9 x 7 =,largeFirst,largeProd,675,ACB
28,1.9645,1,4 x 7 =,smallFirst,largeProd,675,ACB
8,1.8977,1,2 x 4 =,smallFirst,smallProd,675,ACB
10,1.6646,1,5 x 2 =,largeFirst,smallProd,675,ACB
72,3.2129,1,8 x 9 =,smallFirst,largeProd,675,ACB
